,vfid,vfacc,vf_full_name,vf_pathogen,vf_short_name,vf_category
202,VFG002447,YP_111535,Type III secretion system needle tip protein BipD ,Burkholderia pseudomallei K96243,bipD,Bsa T3SS (VF0428) 
203,VFG002448,YP_111536,HNS-like regulatory protein ,Burkholderia pseudomallei K96243,bprA,Bsa T3SS (VF0428) 
204,VFG002449,YP_111537,Type III secretion system translocator protein BipC ,Burkholderia pseudomallei K96243,bipC,Bsa T3SS (VF0428) 
205,VFG002450,YP_111538,Type III secretion system translocator protein BipB ,Burkholderia pseudomallei K96243,bipB,Bsa T3SS (VF0428) 
206,VFG002451,YP_111539,chaperone ,Burkholderia pseudomallei K96243,bicA,Bsa T3SS (VF0428) 
207,VFG002452,YP_111540,"YscU homolog, component of the inner membrane ring ",Burkholderia pseudomallei K96243,bsaZ,Bsa T3SS (VF0428) 
208,VFG002453,YP_111541,Type III secretion system protein BsaY ,Burkholderia pseudomallei K96243,bsaY,Bsa T3SS (VF0428) 
209,VFG002454,YP_111542,Type III secretion system protein BsaX ,Burkholderia pseudomallei K96243,bsaX,Bsa T3SS (VF0428) 
210,VFG002455,YP_111543,surface presentation of antigens protein SpaP ,Burkholderia pseudomallei K96243,spaP,Bsa T3SS (VF0428) 
211,VFG002456,YP_111544,Type III secretion system protein BsaV ,Burkholderia pseudomallei K96243,bsaV,Bsa T3SS (VF0428) 
212,VFG002457,YP_111545,Type III secretion system protein BsaU ,Burkholderia pseudomallei K96243,bsaU,Bsa T3SS (VF0428) 
213,VFG002458,YP_111546,Type III secretion system protein BsaT ,Burkholderia pseudomallei K96243,bsaT,Bsa T3SS (VF0428) 
214,VFG002459,YP_111547,ATP synthase ,Burkholderia pseudomallei K96243,bsaS,Bsa T3SS (VF0428) 
215,VFG002460,YP_111548,Type III secretion system protein BsaR ,Burkholderia pseudomallei K96243,bsaR,Bsa T3SS (VF0428) 
216,VFG002461,YP_111549,Type III secretion system protein BsaQ ,Burkholderia pseudomallei K96243,bsaQ,Bsa T3SS (VF0428) 
217,VFG002462,YP_111550,Type III secretion system gate keeper protein ,Burkholderia pseudomallei K96243,bsaP,Bsa T3SS (VF0428) 
218,VFG002463,YP_111551,Type III secretion system protein BsaO ,Burkholderia pseudomallei K96243,bsaO,Bsa T3SS (VF0428) 
219,VFG002464,YP_111552,"AraC family transcriptional regulator, regulates basal T6SS1 expression ",Burkholderia pseudomallei K96243,bsaN,Bsa T3SS (VF0428) 
220,VFG002465,YP_111553,Type III secretion system protein BsaM ,Burkholderia pseudomallei K96243,bsaM,Bsa T3SS (VF0428) 
221,VFG002466,YP_111554,Type III secretion system protein BsaL ,Burkholderia pseudomallei K96243,bsaL,Bsa T3SS (VF0428) 
222,VFG002467,YP_111555,Type III secretion system protein BsaK ,Burkholderia pseudomallei K96243,bsaK,Bsa T3SS (VF0428) 
223,VFG002468,YP_111556,Type III secretion system protein BsaJ ,Burkholderia pseudomallei K96243,basJ,Bsa T3SS (VF0428) 
224,VFG002469,YP_111557,Type III secretion system protein ,Burkholderia pseudomallei K96243,orgA,Bsa T3SS (VF0428) 
225,VFG002470,YP_111558,Type III secretion system protein ,Burkholderia pseudomallei K96243,orgB,Bsa T3SS (VF0428) 
226,VFG002471,YP_111559,regulatory protein ,Burkholderia pseudomallei K96243,bprP,Bsa T3SS (VF0428) 
227,VFG002473,YP_111522,Type III secretion system effector BopC ,Burkholderia pseudomallei K96243,bopC,Bsa T3SS (VF0428) 
228,VFG002474,YP_111503,Type VI secretion system protein TssA ,Burkholderia pseudomallei K96243,tssB-5,T6SS-1 (VF0429) 
229,VFG002475,YP_111504,Type VI secretion system protein TssB ,Burkholderia pseudomallei K96243,tssC-5,T6SS-1 (VF0429) 
230,VFG002476,YP_111505,hemolysin-coregulated protein Hcp1 ,Burkholderia pseudomallei K96243,tssD-5,T6SS-1 (VF0429) 
231,VFG002477,YP_111506,Type VI secretion system protein TssC ,Burkholderia pseudomallei K96243,tssE-5,T6SS-1 (VF0429) 
232,VFG002478,YP_111507,Type VI secretion system protein TssD ,Burkholderia pseudomallei K96243,tssF-5,T6SS-1 (VF0429) 
233,VFG002479,YP_111508,Type VI secretion system protein TssE ,Burkholderia pseudomallei K96243,tssG-5,T6SS-1 (VF0429) 
234,VFG002480,YP_111509,Clp-type ATPase chaperone protein ,Burkholderia pseudomallei K96243,tssH-5/clpV,T6SS-1 (VF0429) 
235,VFG002481,YP_111510,Type VI secretion system protein VgrG1 ,Burkholderia pseudomallei K96243,tssI-5,T6SS-1 (VF0429) 
236,VFG002482,YP_111511,Type VI secretion system protein ,Burkholderia pseudomallei K96243,tagAB-5,T6SS-1 (VF0429) 
237,VFG002483,YP_111512,Type VI secretion system protein ,Burkholderia pseudomallei K96243,tagB-5,T6SS-1 (VF0429) 
238,VFG002484,YP_111513,Type VI secretion system protein TssF ,Burkholderia pseudomallei K96243,tagC-5,T6SS-1 (VF0429) 
239,VFG002485,YP_111514,Type VI secretion system protein TssG ,Burkholderia pseudomallei K96243,tagD-5,T6SS-1 (VF0429) 
240,VFG002486,YP_111515,Type VI secretion system protein TssH ,Burkholderia pseudomallei K96243,tssJ-5,T6SS-1 (VF0429) 
241,VFG002487,YP_111516,Type VI secretion system protein TssI ,Burkholderia pseudomallei K96243,tssK-5,T6SS-1 (VF0429) 
242,VFG002488,YP_111517,Type VI secretion system protein TssJ ,Burkholderia pseudomallei K96243,tssL-5,T6SS-1 (VF0429) 
243,VFG002489,YP_111518,icmF-like protein ,Burkholderia pseudomallei K96243,tssM-5,T6SS-1 (VF0429) 
244,VFG002490,YP_106651,flagellar basal body protein FliL ,Burkholderia pseudomallei K96243,fliL,Flagella (VF0430) 
245,VFG002491,YP_106652,flagellar motor switch protein FliM ,Burkholderia pseudomallei K96243,fliM,Flagella (VF0430) 
246,VFG002492,YP_106653,flagellar motor switch protein FliN ,Burkholderia pseudomallei K96243,fliN,Flagella (VF0430) 
247,VFG002493,YP_106654,flagellar protein FliO ,Burkholderia pseudomallei K96243,fliO,Flagella (VF0430) 
248,VFG002494,YP_106655,flagellar biosynthesis protein FliP ,Burkholderia pseudomallei K96243,fliP,Flagella (VF0430) 
249,VFG002495,YP_106656,flagellar biosynthesis protein FliQ ,Burkholderia pseudomallei K96243,fliQ,Flagella (VF0430) 
250,VFG002496,YP_106657,flagellar biosynthetic protein FliR ,Burkholderia pseudomallei K96243,fliR,Flagella (VF0430) 
251,VFG002497,YP_106853,flagellar hook-length control protein FliK ,Burkholderia pseudomallei K96243,fliK,Flagella (VF0430) 
252,VFG002498,YP_106854,flagellar protein FliJ ,Burkholderia pseudomallei K96243,fliJ,Flagella (VF0430) 
253,VFG002499,YP_106855,flagellum-specific ATP synthase FliI ,Burkholderia pseudomallei K96243,fliI,Flagella (VF0430) 
254,VFG002500,YP_106856,flagellar assembly protein H ,Burkholderia pseudomallei K96243,fliH,Flagella (VF0430) 
255,VFG002501,YP_106857,flagellar motor switch protein G ,Burkholderia pseudomallei K96243,fliG,Flagella (VF0430) 
256,VFG002502,YP_106858,flagellar M-ring protein FliF ,Burkholderia pseudomallei K96243,fliF,Flagella (VF0430) 
257,VFG002503,YP_106859,flagellar hook-basal body complex protein FliE ,Burkholderia pseudomallei K96243,fliE,Flagella (VF0430) 
258,VFG002504,YP_106860,flagellar protein FliS ,Burkholderia pseudomallei K96243,fliS,Flagella (VF0430) 
259,VFG002505,YP_106894,flagella synthesis protein FlgN ,Burkholderia pseudomallei K96243,flgN,Flagella (VF0430) 
260,VFG002506,YP_106895,negative regulator of flagellin synthesis ,Burkholderia pseudomallei K96243,flgM,Flagella (VF0430) 
261,VFG002507,YP_106896,flagellar basal body P-ring biosynthesis protein FlgA ,Burkholderia pseudomallei K96243,flgA,Flagella (VF0430) 
262,VFG002508,YP_106897,flagellar basal-body rod protein FlgB ,Burkholderia pseudomallei K96243,flgB,Flagella (VF0430) 
263,VFG002509,YP_106898,flagellar basal body rod protein FlgC ,Burkholderia pseudomallei K96243,flgC,Flagella (VF0430) 
264,VFG002510,YP_106899,flagellar basal-body rod modification protein FlgD ,Burkholderia pseudomallei K96243,flgD,Flagella (VF0430) 
265,VFG002511,YP_106900,flagellar hook protein FlgE ,Burkholderia pseudomallei K96243,flgE,Flagella (VF0430) 
266,VFG002512,YP_106901,flagellar basal body rod protein FlgF ,Burkholderia pseudomallei K96243,flgF,Flagella (VF0430) 
267,VFG002513,YP_106902,flagellar basal body rod protein FlgG ,Burkholderia pseudomallei K96243,flgG,Flagella (VF0430) 
268,VFG002514,YP_106903,flagellar L-ring protein precursor FlgH ,Burkholderia pseudomallei K96243,flgH,Flagella (VF0430) 
269,VFG002515,YP_106904,flagellar P-ring protein precursor FlgI ,Burkholderia pseudomallei K96243,flgI,Flagella (VF0430) 
270,VFG002516,YP_106905,flagellar rod assembly protein/muramidase FlgJ ,Burkholderia pseudomallei K96243,flgJ,Flagella (VF0430) 
271,VFG002517,YP_106907,flagellar hook-associated protein 1 FlgK ,Burkholderia pseudomallei K96243,flgK,Flagella (VF0430) 
272,VFG002518,YP_106908,flagellar hook-associated protein 3 FlgL ,Burkholderia pseudomallei K96243,flgL,Flagella (VF0430) 
273,VFG002519,YP_109887,flagellar biosynthesis sigma factor ,Burkholderia pseudomallei K96243,fliA,Flagella (VF0430) 
274,VFG002520,YP_109888,flagellar biosynthesis protein FlhG ,Burkholderia pseudomallei K96243,flhG,Flagella (VF0430) 
275,VFG002521,YP_109889,flagellar biosynthesis regulator FlhF ,Burkholderia pseudomallei K96243,flhF,Flagella (VF0430) 
276,VFG002522,YP_109890,flagellar biosynthesis protein FlhA ,Burkholderia pseudomallei K96243,flhA,Flagella (VF0430) 
277,VFG002523,YP_109891,flagellar biosynthesis protein FlhB ,Burkholderia pseudomallei K96243,flhB,Flagella (VF0430) 
278,VFG002524,YP_109895,chemotaxis regulator CheZ ,Burkholderia pseudomallei K96243,cheZ,Flagella (VF0430) 
279,VFG002525,YP_109896,chemotaxis protein CheY ,Burkholderia pseudomallei K96243,cheY,Flagella (VF0430) 
280,VFG002526,YP_109897,chemotaxis-specific methylesterase ,Burkholderia pseudomallei K96243,cheB,Flagella (VF0430) 
281,VFG002527,YP_109898,chemoreceptor glutamine deamidase CheD ,Burkholderia pseudomallei K96243,cheD,Flagella (VF0430) 
282,VFG002528,YP_109899,chemotaxis protein methyltransferase ,Burkholderia pseudomallei K96243,cheR,Flagella (VF0430) 
283,VFG002529,YP_109900,methyl-accepting chemotaxis protein I ,Burkholderia pseudomallei K96243,tsr,Flagella (VF0430) 
284,VFG002530,YP_109901,chemotaxis protein CheW ,Burkholderia pseudomallei K96243,cheW,Flagella (VF0430) 
285,VFG002531,YP_109902,chemotaxis two-component sensor kinase CheA ,Burkholderia pseudomallei K96243,cheA,Flagella (VF0430) 
286,VFG002532,YP_109903,chemotaxis two-component response regulator CheY1 ,Burkholderia pseudomallei K96243,cheY1,Flagella (VF0430) 
287,VFG002533,YP_109904,flagellar motor protein MotB ,Burkholderia pseudomallei K96243,motB,Flagella (VF0430) 
288,VFG002534,YP_109905,flagellar motor protein MotA ,Burkholderia pseudomallei K96243,motA,Flagella (VF0430) 
289,VFG002535,YP_109915,flagellin ,Burkholderia pseudomallei K96243,fliC,Flagella (VF0430) 
290,VFG002536,YP_109916,flagellar capping protein FliD ,Burkholderia pseudomallei K96243,fliD,Flagella (VF0430) 
291,VFG002537,YP_110894,N-acylhomoserine lactone synthase ,Burkholderia pseudomallei K96243,pmlI/bspI1,Quorum-sensing (VF0433) 
292,VFG002538,YP_110896,N-acylhomoserine lactone dependent regulatory protein ,Burkholderia pseudomallei K96243,pmlR/bspR1,Quorum-sensing (VF0433) 
293,VFG002539,YP_111193,N-acylhomoserine lactone synthase ,Burkholderia pseudomallei K96243,bspI2,Quorum-sensing (VF0433) 
294,VFG002540,YP_111189,N-acyl-homoserine lactone dependent regulatory protein ,Burkholderia pseudomallei K96243,bspR2,Quorum-sensing (VF0433) 
295,VFG002541,YP_111576,N-acylhomoserine lactone synthase ,Burkholderia pseudomallei K96243,bspI3,Quorum-sensing (VF0433) 
296,VFG002542,YP_111575,N-acylhomoserine lactone-dependent regulatory protein ,Burkholderia pseudomallei K96243,bspR3,Quorum-sensing (VF0433) 
297,VFG002543,YP_110332,LuxR family transcriptional regulator ,Burkholderia pseudomallei K96243,bspR4,Quorum-sensing (VF0433) 
298,VFG002545,YP_109381,acetyltransferase ,Burkholderia pseudomallei K96243,BPSL2786,Capsule I (VF0436) 
299,VFG002546,YP_109382,acyl-CoA transferase ,Burkholderia pseudomallei K96243,wcbT,Capsule I (VF0436) 
300,VFG002547,YP_109383,UDP-3-O-,Capsule I (VF0436) ,wcbS,3-hydroxymyristoyl N-acetylglucosamine deacetylase 
301,VFG002548,YP_109384,capsular polysaccharide biosynthesis fatty acid synthase ,Burkholderia pseudomallei K96243,wcbR,Capsule I (VF0436) 
302,VFG002549,YP_109385,capsular polysaccharide biosynthesis transmembrane protein ,Burkholderia pseudomallei K96243,wcbQ,Capsule I (VF0436) 
303,VFG002550,YP_109386,capsular polysaccharide biosynthesis dehydrogenase/reductase ,Burkholderia pseudomallei K96243,wcbP,Capsule I (VF0436) 
304,VFG002551,YP_109387,capsule polysaccharide biosynthesis/export protein ,Burkholderia pseudomallei K96243,wcbO,Capsule I (VF0436) 
305,VFG002552,YP_109388,"D-glycero-d-manno-heptose 1,7-bisphosphate phosphatase ",Burkholderia pseudomallei K96243,wcbN,Capsule I (VF0436) 
306,VFG002553,YP_109389,D-glycero-d-manno-heptose 1-phosphate guanosyltransferase ,Burkholderia pseudomallei K96243,wcbM,Capsule I (VF0436) 
307,VFG002554,YP_109390,phosphoheptose isomerase ,Burkholderia pseudomallei K96243,gmhA,Capsule I (VF0436) 
308,VFG002555,YP_109391,sugar kinase ,Burkholderia pseudomallei K96243,wcbL,Capsule I (VF0436) 
309,VFG002556,YP_109392,GDP sugar epimerase/dehydratase ,Burkholderia pseudomallei K96243,wcbK,Capsule I (VF0436) 
310,VFG002557,YP_109393,capsular polysaccharide biosynthesis protein ,Burkholderia pseudomallei K96243,wcbJ,Capsule I (VF0436) 
311,VFG002558,YP_109394,capsular polysaccharide biosynthesis protein ,Burkholderia pseudomallei K96243,wcbI,Capsule I (VF0436) 
312,VFG002559,YP_109395,glycosyl transferase ,Burkholderia pseudomallei K96243,wcbH,Capsule I (VF0436) 
313,VFG002560,YP_109396,capsular polysaccharide biosynthesis protein ,Burkholderia pseudomallei K96243,wcbG,Capsule I (VF0436) 
314,VFG002561,YP_109397,capsule polysaccharide biosynthesis protein ,Burkholderia pseudomallei K96243,wcbF,Capsule I (VF0436) 
315,VFG002562,YP_109398,glycosyltransferase ,Burkholderia pseudomallei K96243,wcbE,Capsule I (VF0436) 
316,VFG002563,YP_109399,ATP-binding ABC transporter capsular polysaccharide export protein ,Burkholderia pseudomallei K96243,wzt2,Capsule I (VF0436) 
317,VFG002564,YP_109400,capsular polysaccharide export ABC transporter transmembrane protein ,Burkholderia pseudomallei K96243,wzm,Capsule I (VF0436) 
318,VFG002565,YP_109401,capsule polysaccharide export ABC transporter transmembrane protein ,Burkholderia pseudomallei K96243,wcbD,Capsule I (VF0436) 
319,VFG002566,YP_109402,capsular polysaccharide biosynthesis/export protein ,Burkholderia pseudomallei K96243,wcbC,Capsule I (VF0436) 
320,VFG002567,YP_109403,capsular polysaccharide glycosyltransferase biosynthesis protein ,Burkholderia pseudomallei K96243,wcbB,Capsule I (VF0436) 
321,VFG002568,YP_109404,capsule polysaccharide export protein ,Burkholderia pseudomallei K96243,wcbA,Capsule I (VF0436) 
322,VFG002569,YP_109405,GDP-mannose pyrophosphorylase ,Burkholderia pseudomallei K96243,manC,Capsule I (VF0436) 
323,VFG041780,YP_111397,"Type III secretion system secreted effector CHBP, cyclomodulin Cif homolg ",Burkholderia pseudomallei K96243,chbp,TTS3 (SS014) 
324,VFG042964,YP_111602,type IV pilus inner membrane platform protein PilM ,Burkholderia pseudomallei K96243,pilM,type IV pili (AI120) 
325,VFG042965,YP_111606,type IV pilus biogenesis protein PilP ,Burkholderia pseudomallei K96243,pilP,type IV pili (AI120) 
326,VFG042966,YP_111609,type IV pilus biosynthesis protein PilL ,Burkholderia pseudomallei K96243,pilL,type IV pili (AI120) 
327,VFG045467,YP_107884,cyclic di-GMP phosphodiesterase ,Burkholderia pseudomallei K96243,cdpA,CdpA (VF0432) 
328,VFG001890,NP_281264,flagellar basal-body rod modification protein FlgD ,Campylobacter jejuni subsp. jejuni NCTC 11168,flgD,Flagella (VF0114) 
329,VFG001891,NP_281265,flagellar hook protein FlgE ,Campylobacter jejuni subsp. jejuni NCTC 11168,flgE,Flagella (VF0114) 
330,VFG001892,NP_281274,flagellar motor switch protein FliY ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliY,Flagella (VF0114) 
331,VFG001893,NP_281275,flagellar motor switch protein FliM ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliM,Flagella (VF0114) 
332,VFG001894,NP_281276,flagellar biosynthesis sigma factor ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliA,Flagella (VF0114) 
333,VFG001895,NP_281279,flagellar biosynthesis regulator FlhF ,Campylobacter jejuni subsp. jejuni NCTC 11168,flhF,Flagella (VF0114) 
334,VFG001896,NP_281405,flagellum-specific ATP synthase FliI ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliI,Flagella (VF0114) 
335,VFG001897,NP_281509,flagellar M-ring protein FliF ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliF,Flagella (VF0114) 
336,VFG001898,NP_281510,flagellar motor switch protein G ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliG,Flagella (VF0114) 
337,VFG001899,NP_281511,flagellar assembly protein H ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliH,Flagella (VF0114) 
338,VFG001900,NP_281526,flagellar biosynthetic protein ,Campylobacter jejuni subsp. jejuni NCTC 11168,flhB,Flagella (VF0114) 
339,VFG001901,NP_281527,flagellar motor protein MotB ,Campylobacter jejuni subsp. jejuni NCTC 11168,motB,Flagella (VF0114) 
340,VFG001902,NP_281528,flagellar motor protein MotA ,Campylobacter jejuni subsp. jejuni NCTC 11168,motA,Flagella (VF0114) 
341,VFG001903,NP_281542,flagellar motor switch protein FliN ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliN,Flagella (VF0114) 
342,VFG001905,NP_281710,flagellar hook-basal body complex protein FliE ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliE,Flagella (VF0114) 
343,VFG001906,NP_281711,flagellar basal body rod protein FlgC ,Campylobacter jejuni subsp. jejuni NCTC 11168,flgC,Flagella (VF0114) 
344,VFG001907,NP_281712,flagellar basal body rod protein FlgB ,Campylobacter jejuni subsp. jejuni NCTC 11168,flgB,Flagella (VF0114) 
345,VFG001908,NP_281731,flagellar protein FlaG ,Campylobacter jejuni subsp. jejuni NCTC 11168,flaG,Flagella (VF0114) 
346,VFG001909,NP_281732,flagellar capping protein FliD ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliD,Flagella (VF0114) 
347,VFG001910,NP_281733,flagellar protein FliS ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliS,Flagella (VF0114) 
348,VFG001911,NP_281859,flagellar L-ring protein precursor FlgH ,Campylobacter jejuni subsp. jejuni NCTC 11168,flgH,Flagella (VF0114) 
349,VFG001912,NP_281869,flagellar basal-body rod protein ,Campylobacter jejuni subsp. jejuni NCTC 11168,flgF,Flagella (VF0114) 
350,VFG001913,NP_281870,flagellar basal-body rod protein FlgG ,Campylobacter jejuni subsp. jejuni NCTC 11168,flgG,Flagella (VF0114) 
351,VFG001914,NP_281892,flagellin ,Campylobacter jejuni subsp. jejuni NCTC 11168,flaC,Flagella (VF0114) 
352,VFG001915,NP_281981,flagellar biosynthesis protein FliP ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliP,Flagella (VF0114) 
353,VFG001916,NP_282036,flagellar biosynthesis protein FlhA ,Campylobacter jejuni subsp. jejuni NCTC 11168,flhA,Flagella (VF0114) 
354,VFG001917,NP_282040,flagellin ,Campylobacter jejuni subsp. jejuni NCTC 11168,flaD,Flagella (VF0114) 
355,VFG001918,NP_282326,flagellar biosynthetic protein FliR ,Campylobacter jejuni subsp. jejuni NCTC 11168,fliR,Flagella (VF0114) 
356,VFG001919,NP_282458,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase ",Campylobacter jejuni subsp. jejuni NCTC 11168,pseG,Flagella (VF0114) 
